"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1250","207785_s_at","RBPJ","3516","recombination signal binding protein for immunoglobulin kappa J region",1.15192378410305,6.68440924913916,4.70576503702255,0.000184612036289219,0.000835740035814407,0.468123891303432
"1251","207791_s_at","RAB1A","5861","RAB1A, member RAS oncogene family",0.640899266634558,7.8615521966356,2.92541255481915,0.00916238353448927,0.0167625671625081,-3.37308984910327
"1252","207808_s_at","PROS1","5627","protein S",-0.184348661621703,6.41245623518822,-0.743869170956989,0.466732381393278,0.512150429830345,-6.73951824583689
"1253","207813_s_at","FDXR","2232","ferredoxin reductase",-1.04941563080331,7.22912236098788,-4.86652442010761,0.000130429575230487,0.00064200335363451,0.815899375719669
"1254","207824_s_at","MAZ","4150","MYC associated zinc finger protein",-0.0675108355394656,8.49843920831402,-0.297377249051478,0.769646074322577,0.793705512628636,-6.97885640454768
"1255","207826_s_at","ID3","3399","inhibitor of DNA binding 3, HLH protein",0.891669772211458,10.5169102971493,4.44344486641797,0.000326907211747076,0.00124998676156311,-0.102547651309825
"1256","207828_s_at","CENPF","1063","centromere protein F",1.33070968480679,9.0790476862207,6.86393006500811,2.22994916485633e-06,3.40561581105721e-05,4.9120986192126
"1257","207838_x_at","PBXIP1","57326","PBX homeobox interacting protein 1",0.140792406166105,6.59911650162211,0.653708270574047,0.521716279836811,0.562727716095287,-6.80377413717026
"1258","207845_s_at","ANAPC10","10393","anaphase promoting complex subunit 10",0.886220067625549,5.71346239509929,4.57926384773395,0.000243027589986407,0.000996863170036836,0.19334278966091
"1259","207847_s_at","MUC1","4582","mucin 1, cell surface associated",-0.129377889266742,8.23035028955317,-0.519780904360308,0.609666506845077,0.647235822569868,-6.88455234686313
"1260","207850_at","CXCL3","2921","C-X-C motif chemokine ligand 3",-0.83587304700219,4.69330172411456,-4.21691461849969,0.000537410700630845,0.00181339562857046,-0.597379324869228
"1261","207896_s_at","DLEC1","9940","DLEC1, cilia and flagella associated protein",-0.245171602824416,6.47143265179632,-1.18798952827932,0.250560158579561,0.292871108841017,-6.31355893778122
"1262","207925_at","CST5","1473","cystatin D",-0.427157377699234,6.16876845316036,-2.22891828344842,0.0390541387849617,0.0557582340571667,-4.73252291747925
"1263","207941_s_at","RBM39","9584","RNA binding motif protein 39",1.02723176902023,8.74309676444577,4.61072436588961,0.000226940003266324,0.00094751407583481,0.261760994448968
"1264","207945_s_at","CSNK1D","1453","casein kinase 1 delta",0.34831053569321,9.13731174176895,1.70122207836528,0.106430332336876,0.135540230216285,-5.62099342582487
"1265","207956_x_at","PDS5B","23047","PDS5 cohesin associated factor B",1.96044981141521,7.38667069341864,10.085961706254,9.37695781283377e-09,7.97289597889526e-07,10.4031903346191
"1266","207993_s_at","CHP1","11261","calcineurin like EF-hand protein 1",0.353958065381609,6.71023360920763,1.77608247979918,0.0929408979767234,0.120338089614121,-5.50463138856948
"1267","207996_s_at","LDLRAD4","753","low density lipoprotein receptor class A domain containing 4",1.06650994026851,4.116051809911,5.58729820216394,2.83759392708367e-05,0.0001968541111384,2.34798841525084
"1268","208021_s_at","RFC1","5981","replication factor C subunit 1",0.747829482044716,7.93101304371264,3.90636096911266,0.00106606872318056,0.00306006249213845,-1.27621721353811
"1269","208033_s_at","ZFHX3","463","zinc finger homeobox 3",1.09837057692831,6.49351681699921,4.58192286835296,0.000241624145557203,0.000992419172679319,0.199127373302312
"1270","208047_s_at","NAB1","4664","NGFI-A binding protein 1",-0.0800436188781086,4.10625880752749,-0.34832120503374,0.731714200652942,0.762192051133615,-6.96171565789815
"1271","208051_s_at","PAIP1","10605","poly(A) binding protein interacting protein 1",1.22727962928287,8.16224035058296,5.27672768899209,5.43655981899324e-05,0.000329272890599571,1.69403016684398
"1272","208055_s_at","HERC4","26091","HECT and RLD domain containing E3 ubiquitin protein ligase 4",1.20477714159014,6.22400890509521,4.10493363506798,0.000687738449797669,0.00219975942689332,-0.842257782487536
"1273","208070_s_at","REV3L","5980","REV3 like, DNA directed polymerase zeta catalytic subunit",0.709619455994416,6.26476866716545,3.50662237236074,0.00257732886243167,0.00598673917782817,-2.1444372677263
"1274","208071_s_at","LAIR1","3903","leukocyte associated immunoglobulin like receptor 1",-0.358565182641575,6.49525668623526,-1.73967994377271,0.0993027275173128,0.127616145060583,-5.56165626508055
"1275","208072_s_at","DGKD","8527","diacylglycerol kinase delta",1.02608882968614,9.63211916365064,5.3786741126175,4.38625497118436e-05,0.000279526341181595,1.90982542982588
"1276","208079_s_at","AURKA","6790","aurora kinase A",1.76295028216331,9.57341554802025,9.08370568025913,4.48516037692241e-08,2.15514421945827e-06,8.84095070289033
"1277","208089_s_at","TDRD3","81550","tudor domain containing 3",0.703258774008485,5.5405702653229,3.77868900499286,0.0014135505125697,0.00375292820160842,-1.55460375757715
"1278","208104_s_at","TSC22D4","81628","TSC22 domain family member 4",-0.330540309194857,7.36119926153589,-1.58267743214137,0.131227569519484,0.164087376241903,-5.79781189590594
"1279","208141_s_at","DOHH","83475","deoxyhypusine hydroxylase",-0.661038072650013,8.04087942919852,-2.51180720924498,0.0219664415473041,0.0343163401703728,-4.20074270980009
"1280","208152_s_at","DDX21","9188","DExD-box helicase 21",0.101433079056614,10.8796668536327,0.412028089726529,0.685273859724012,0.717067017515178,-6.93653269583888
"1281","208156_x_at","EPPK1","83481","epiplakin 1",0.646540232880499,8.57358069933584,3.44667071518103,0.00294113543395581,0.00666213366011465,-2.27351252038198
"1282","208180_s_at","HIST1H4H","8365","histone cluster 1 H4 family member h",-0.195885504494203,4.78125407770608,-0.930923744414765,0.364437544096262,0.410654369274167,-6.58168646059913
"1283","208264_s_at","EIF3J","8669","eukaryotic translation initiation factor 3 subunit J",0.464910217918446,7.59798738767282,2.12025410389484,0.0484099556700952,0.0672276186891918,-4.92753675028353
"1284","208296_x_at","TNFAIP8","25816","TNF alpha induced protein 8",0.445842073681434,7.8944685715965,2.14032598991869,0.0465407072984644,0.0650395373287688,-4.89193932375165
"1285","208322_s_at","ST3GAL1","6482","ST3 beta-galactoside alpha-2,3-sialyltransferase 1",0.335059024069185,6.52148808987792,1.44214421385218,0.166751457591492,0.203741635142324,-5.99486549640248
"1286","208351_s_at","MAPK1","5594","mitogen-activated protein kinase 1",0.281792540098873,7.37784039994184,1.1574536593559,0.262493358733738,0.305667257015893,-6.34836995538591
"1287","208369_s_at","GCDH","2639","glutaryl-CoA dehydrogenase",-0.431417646153757,7.60131446699724,-2.01429992620289,0.0594577416205859,0.0805497845196317,-5.11209011557837
"1288","208393_s_at","RAD50","10111","RAD50 double strand break repair protein",0.920446629763044,7.75344533371149,4.82342629596993,0.000143129214170645,0.000684943970899955,0.72283705700625
"1289","208425_s_at","TANC2","26115","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",0.65900388131737,5.11491180441235,2.80550800744615,0.0118444118985266,0.0206461614937218,-3.61812393730841
"1290","208436_s_at","IRF7","3665","interferon regulatory factor 7",-0.892618112349833,6.18013669441251,-4.22447258933887,0.000528548479827843,0.00179521230662228,-0.580854024558468
"1291","208445_s_at","BAZ1B","9031","bromodomain adjacent to zinc finger domain 1B",0.954610964198153,8.57015000681398,4.63268463027635,0.000216355654126743,0.000923565707761407,0.309488267401143
"1292","208459_s_at","XPO7","23039","exportin 7",0.902071660821387,7.89021234597581,3.69056912236984,0.00171739850722672,0.00435102350564548,-1.74625400420111
"1293","208482_at","SSTR1","6751","somatostatin receptor 1",-0.0680842346323285,6.39533670590614,-0.299199611551202,0.768278122363109,0.792619739057845,-6.97828938226326
"1294","208502_s_at","PITX1","5307","paired like homeodomain 1",-0.0659877362498396,8.93279835444655,-0.241328286133521,0.812078739035456,0.832481378429405,-6.99461812756891
"1295","208509_s_at","OR7A17","26333","olfactory receptor family 7 subfamily A member 17",-0.189619802522537,6.67281933790626,-0.894268179868271,0.383197092393914,0.428832256771392,-6.61516596480896
"1296","208537_at","S1PR2","9294","sphingosine-1-phosphate receptor 2",-0.292320275848905,5.7190925201764,-1.34070199372315,0.196999153103225,0.236231389703442,-6.12810570699388
"1297","208546_x_at","HIST1H2BH","8345","histone cluster 1 H2B family member h",-0.428013445165383,7.19009929056924,-2.14553371020664,0.0460666183506764,0.0644641622317001,-4.88267137878871
"1298","208549_x_at","PTMA","5757","prothymosin alpha",0.00952957028672508,10.925640451099,0.0409344442076979,0.967807112392945,0.969996721244513,-7.02421829115398
"1299","208576_s_at","HIST1H3B","8358","histone cluster 1 H3 family member b",-1.55087981846957,5.44275829545569,-8.46676920740844,1.24647955327928e-07,4.54745069966948e-06,7.81609719359076
"1300","208591_s_at","PDE3B","5140","phosphodiesterase 3B",0.460564270570764,7.42874121472,2.15727221167625,0.0450141490637923,0.063162387442,-4.86173287081224
"1301","208602_x_at","CD6","923","CD6 molecule",-0.23330107946545,6.38788539009304,-1.14391282185979,0.267919609625191,0.31151824084237,-6.36355778056947
"1302","208610_s_at","SRRM2","23524","serine/arginine repetitive matrix 2",-0.186036269196951,8.48463018440266,-0.772846642737249,0.449827738745528,0.495002064531541,-6.71721138577391
"1303","208613_s_at","FLNB","2317","filamin B",0.6124820563972,9.08716247592447,2.64071187881527,0.0167872178284873,0.0273840938906571,-3.9484031854207
"1304","208615_s_at","PTP4A2","8073","protein tyrosine phosphatase type IVA, member 2",-0.123681306378822,8.90729182040624,-0.495809804518969,0.626138480587594,0.662907281769249,-6.89712884824584
"1305","208621_s_at","EZR","7430","ezrin",1.06248891944348,9.1076625157241,3.59672076484654,0.0021128551125119,0.00509088088881073,-1.94976860067139
"1306","208624_s_at","EIF4G1","1981","eukaryotic translation initiation factor 4 gamma 1",0.015737156934799,8.74423899212032,0.0558896427074578,0.956056800740228,0.961015280095769,-7.02345934086498
"1307","208636_at","ACTN1","87","actinin alpha 1",0.352978108348159,10.2588584468206,1.6866289366359,0.109248090342608,0.138900503547531,-5.64326114576819
"1308","208647_at","FDFT1","2222","farnesyl-diphosphate farnesyltransferase 1",0.41801721249676,9.59875610140176,2.06720375272581,0.0536843482073166,0.0735964472992435,-5.02065856030895
"1309","208654_s_at","CD164","8763","CD164 molecule",-0.32041973885587,8.63536277908317,-1.45442195052501,0.163361773146452,0.199875121721343,-5.97821658720692
"1310","208673_s_at","SRSF3","6428","serine and arginine rich splicing factor 3",1.16795074371665,7.42984448071085,4.62524997481446,0.000219881606175305,0.000926849201170714,0.293333059007927
"1311","208677_s_at","BSG","682","basigin (Ok blood group)",0.153964463491555,10.7492778279357,0.70651868561548,0.489077571167874,0.532886367387975,-6.7670880017359
"1312","208705_s_at","EIF5","1983","eukaryotic translation initiation factor 5",-0.242323491992146,11.1598568758832,-1.07233202219549,0.297997862017373,0.342129348432385,-6.4412673171571
"1313","208711_s_at","CCND1","595","cyclin D1",-0.970627063744693,8.55422048517352,-4.39678749809861,0.000362063060625719,0.00134231082102556,-0.204358349473053
"1314","208721_s_at","ANAPC5","51433","anaphase promoting complex subunit 5",0.0635841664872405,8.20968766054224,0.264502662829625,0.794452967814077,0.815761143440879,-6.98849566826243
"1315","208731_at","RAB2A","5862","RAB2A, member RAS oncogene family",1.08365266625729,8.59346890281183,4.97854882691334,0.000102528770957359,0.000531675114947778,1.05714119797513
"1316","208736_at","ARPC3","10094","actin related protein 2/3 complex subunit 3",-0.410707604735965,9.43326713945567,-1.93496701363485,0.0691659052125922,0.0923303797091039,-5.24640006055579
"1317","208740_at","SAP18","10284","Sin3A associated protein 18",-1.17280055658186,7.01589572731891,-5.96754844760694,1.30075417949686e-05,0.000112987078728845,3.13367148215494
"1318","208754_s_at","NAP1L1","4673","nucleosome assembly protein 1 like 1",0.350044162531136,8.90713702310165,1.35816446567655,0.191500354091538,0.230171549627077,-6.10572666520823
"1319","208763_s_at","TSC22D3","1831","TSC22 domain family member 3",-0.545698312592949,9.1009130917535,-2.96335560199551,0.00844355580842849,0.0156891827138157,-3.29481159467591
"1320","208766_s_at","HNRNPR","10236","heterogeneous nuclear ribonucleoprotein R",0.452040230040165,10.6110713870674,2.35553526238122,0.0302688113028824,0.0447608888174718,-4.49854770487604
"1321","208775_at","XPO1","7514","exportin 1",1.40952634968073,9.79465122722444,7.19409815081445,1.19698491894967e-06,2.25932457805141e-05,5.53946853078688
"1322","208776_at","PSMD11","5717","proteasome 26S subunit, non-ATPase 11",-0.452750656470679,7.75027719413019,-2.40001731383669,0.0276467834710672,0.0414768628658826,-4.41474771734045
"1323","208780_x_at","VAPA","9218","VAMP associated protein A",0.951351046082848,10.8504315325997,4.8514740219846,0.000134728389697434,0.000656906818320348,0.783416081148192
"1324","208786_s_at","MAP1LC3B","81631","microtubule associated protein 1 light chain 3 beta",-0.82000038793946,10.0830355822632,-4.272417448338,0.000475665633914452,0.00164808841426672,-0.476040167435515
"1325","208787_at","MRPL3","11222","mitochondrial ribosomal protein L3",0.374449832211441,10.5546897139275,1.93238456779013,0.0695044730150968,0.0927424142942407,-5.25071398785349
"1326","208788_at","ELOVL5","60481","ELOVL fatty acid elongase 5",0.820686507992528,9.96264273955795,4.17532156237767,0.000588934738372436,0.0019449271817816,-0.688329839782073
"1327","208790_s_at","CAVIN1","284119","caveolae associated protein 1",-0.317366800281124,8.08777331305197,-1.32390067290073,0.202407599191354,0.242237364421972,-6.14941475040261
"1328","208798_x_at","GOLGA8A","23015","golgin A8 family member A",-0.232145418176902,8.14536064010462,-0.854158073892082,0.404448553260399,0.450662940589471,-6.65039135923454
"1329","208808_s_at","HMGB2","3148","high mobility group box 2",0.249590105853418,9.54711799674741,1.04132796982754,0.311761706798421,0.356611233043859,-6.47356088670203
"1330","208809_s_at","C6orf62","81688","chromosome 6 open reading frame 62",0.659476532359277,7.89878386223096,3.06262690127161,0.00681227037096648,0.0130966214633398,-3.08848624253878
"1331","208817_at","COMT","1312","catechol-O-methyltransferase",-0.367747263476931,8.80446305382964,-1.72799116098512,0.101424060933936,0.13007279278583,-5.57979058504746
"1332","208820_at","PTK2","5747","protein tyrosine kinase 2",1.58045651745482,7.2264767472547,7.99863284001447,2.79469966925478e-07,7.95079236179732e-06,7.00458707516671
"1333","208828_at","POLE3","54107","DNA polymerase epsilon 3, accessory subunit",-0.746155088654273,10.1649894655005,-3.84092707366303,0.00123190710906008,0.00338065835857991,-1.41898361262739
"1334","208838_at","CAND1","55832","cullin associated and neddylation dissociated 1",0.781724206957614,7.03079486225672,4.17045825649915,0.000595275934234546,0.00196169040601629,-0.698964984606963
"1335","208843_s_at","GORASP2","26003","golgi reassembly stacking protein 2",-0.0518156926160245,8.11489661182848,-0.223011225001203,0.826084302093032,0.845239343264859,-6.99906294100776
"1336","208850_s_at","THY1","7070","Thy-1 cell surface antigen",-0.25470406075357,7.81429547788,-0.923596672871274,0.368136739623944,0.414521434122676,-6.58847633715744
"1337","208852_s_at","CANX","821","calnexin",-0.386622682943679,10.7231883377748,-1.62378605512066,0.122124556831469,0.153634178796911,-5.73755855626129
"1338","208855_s_at","STK24","8428","serine/threonine kinase 24",1.34297367208633,9.82130772818519,6.75886577114513,2.72664454092192e-06,3.86087886821867e-05,4.70928282728518
"1339","208861_s_at","ATRX","546","ATRX, chromatin remodeler",1.09231050573262,8.05448776229117,5.265728505449,5.56433800876873e-05,0.000334655068192745,1.67068480610618
"1340","208865_at","CSNK1A1","1452","casein kinase 1 alpha 1",0.902169858892563,9.0304343359926,4.35172723245404,0.00039965050358447,0.00143273550475774,-0.302747406887243
"1341","208875_s_at","PAK2","5062","p21 (RAC1) activated kinase 2",0.925498044256826,7.4597008256233,4.41698510282462,0.000346396858043662,0.00129700519189104,-0.160276477832745
"1342","208879_x_at","PRPF6","24148","pre-mRNA processing factor 6",0.775596575156783,8.34821692578111,3.06865055632738,0.00672383976374932,0.0129668079026036,-3.07589964293056
"1343","208882_s_at","UBR5","51366","ubiquitin protein ligase E3 component n-recognin 5",1.48143163056222,6.05174831625461,6.38018635169687,5.69902678679618e-06,6.11560905985668e-05,3.96571527626213
"1344","208886_at","H1F0","3005","H1 histone family member 0",0.610620631602091,6.94469238184647,2.99050883894107,0.00796304240716011,0.0149295009096756,-3.23858988555633
"1345","208891_at","DUSP6","1848","dual specificity phosphatase 6",-1.64344070686367,4.73188025042576,-8.06615360372511,2.48315849843445e-07,7.40411009965889e-06,7.12347313579852
"1346","208894_at","HLA-DRA","3122","major histocompatibility complex, class II, DR alpha",-0.125367937947964,6.66723498182331,-0.513570634630186,0.6139138607525,0.650408910896311,-6.88786589186542
"1347","208896_at","DDX18","8886","DEAD-box helicase 18",0.107562776534103,7.03520156291301,0.487432427467754,0.631943845003094,0.668141105814728,-6.90138796540765
"1348","208901_s_at","TOP1","7150","DNA topoisomerase I",0.504116273581138,8.79996339688258,2.59734108745312,0.0183844036448212,0.0294816544965931,-4.03393208300217
"1349","208903_at","RPS28","6234","ribosomal protein S28",-0.712990438151057,7.74095419786166,-3.62877293203423,0.00196853011416734,0.00480662353073458,-1.88033976150992
"1350","208921_s_at","SRI","6717","sorcin",0.872204613643364,10.3611293095129,4.46164295483986,0.000314151414970207,0.00121167106694355,-0.0628581676384901
"1351","208922_s_at","NXF1","10482","nuclear RNA export factor 1",-1.25630788227202,9.49707955647844,-6.04322226587535,1.11619027663105e-05,0.000100619361855607,3.28791084275836
"1352","208924_at","RNF11","26994","ring finger protein 11",0.109127236534876,8.8039194631961,0.485986841473658,0.632948123126754,0.668974822704861,-6.90211576651
"1353","208926_at","NEU1","4758","neuraminidase 1",-0.586231599013292,8.07431303954872,-2.44954886066403,0.0249779970638643,0.0382125154884278,-4.32051199899818
"1354","208930_s_at","ILF3","3609","interleukin enhancer binding factor 3",0.15123939763637,7.87874164928401,0.618880565536284,0.543891518556777,0.584963704072236,-6.82648260368455
"1355","208937_s_at","ID1","3397","inhibitor of DNA binding 1, HLH protein",0.353531575983467,11.0051126210212,1.43670613841955,0.168271071092537,0.205194098095933,-6.00220414491322
"1356","208942_s_at","SEC62","7095","SEC62 homolog, preprotein translocation factor",-0.455221144055111,8.62326273906647,-1.91102638345827,0.0723617067716983,0.0961961790189955,-5.2862487361585
"1357","208953_at","LARP4B","23185","La ribonucleoprotein domain family member 4B",1.36024218229361,6.90481390795876,7.01640685027399,1.66997575199229e-06,2.84538176204839e-05,5.20371525845284
"1358","208965_s_at","IFI16","3428","interferon gamma inducible protein 16",0.332669546357472,6.42072709408322,1.31480279108677,0.20538496209975,0.24543305104868,-6.16086181215274
"1359","208975_s_at","KPNB1","3837","karyopherin subunit beta 1",0.666052264258049,8.70381923201073,2.85783693633102,0.0105918760404474,0.0188225831526804,-3.51163896827759
"1360","208979_at","NCOA6","23054","nuclear receptor coactivator 6",0.978541262332762,7.69699746477816,5.08636094182819,8.14246313738907e-05,0.000441429688619642,1.28834652361865
"1361","208986_at","TCF12","6938","transcription factor 12",2.3388744703608,8.25936176416719,11.6378482034241,1.02451223724872e-09,2.44385572900637e-07,12.5937153110317
"1362","208993_s_at","PPIG","9360","peptidylprolyl isomerase G",-0.119174892903889,7.01873341665402,-0.444174459881708,0.66230796138111,0.69762805307161,-6.9222541662674
"1363","209004_s_at","FBXL5","26234","F-box and leucine rich repeat protein 5",0.566334888254798,7.07244481845296,2.11803456423873,0.0486208076733311,0.0674298410532199,-4.9314609646335
"1364","209012_at","TRIO","7204","trio Rho guanine nucleotide exchange factor",2.24166702909645,7.68766016247395,10.2369425377192,7.4793065314771e-09,7.9728017223738e-07,10.6280505545176
"1365","209020_at","OSER1","51526","oxidative stress responsive serine rich 1",-0.642303840020695,8.55777731333822,-3.35967737248455,0.00356106335164704,0.00778226549610046,-2.46005608776736
"1366","209022_at","STAG2","10735","stromal antigen 2",1.97336911693398,8.46689354051303,9.61699256724233,1.92291386184144e-08,1.21692977256537e-06,9.68752637898246
"1367","209027_s_at","ABI1","10006","abl interactor 1",1.21966067122767,7.01608989179672,5.55767391037026,3.01766127262283e-05,0.000207950391253409,2.2860627573161
"1368","209031_at","CADM1","23705","cell adhesion molecule 1",0.520880417198572,6.2975896143094,2.56206094623996,0.0197890816871752,0.0313802788059209,-4.10304362189239
"1369","209033_s_at","DYRK1A","1859","dual specificity tyrosine phosphorylation regulated kinase 1A",1.21008060807136,8.26365903338614,5.56733740851963,2.95766653736446e-05,0.000204270020765416,2.30627392213636
"1370","209042_s_at","UBE2G2","7327","ubiquitin conjugating enzyme E2 G2",0.148710184554936,8.25518373592065,0.618666389711932,0.544029449385465,0.584963704072236,-6.82661857488834
"1371","209048_s_at","ZMYND8","23613","zinc finger MYND-type containing 8",0.619159555143183,6.24242453167868,3.07242089752446,0.00666905960164497,0.0128932380453248,-3.06801767483522
"1372","209054_s_at","NSD2","7468","nuclear receptor binding SET domain protein 2",0.82452741503174,7.75362161304065,4.04390620127621,0.000786832041107701,0.00243266815500995,-0.975697833607277
"1373","209055_s_at","CDC5L","988","cell division cycle 5 like",0.384987568218767,7.68644294183333,1.67415045987783,0.111708118059233,0.1417956914047,-5.66219242423043
"1374","209065_at","UQCRB","7381","ubiquinol-cytochrome c reductase binding protein",-0.63823765174927,7.597502868368,-3.13699823797469,0.00579569434362777,0.011528189967665,-2.93258507919208
"1375","209067_s_at","HNRNPDL","9987","heterogeneous nuclear ribonucleoprotein D like",1.65489117296238,9.6086320774596,8.76194505687384,7.59921461571321e-08,3.26334464028051e-06,8.31266439479091
"1376","209075_s_at","ISCU","23479","iron-sulfur cluster assembly enzyme",-0.787124116590588,9.2844108817746,-4.19911297484504,0.000558881586920366,0.00186755582008626,-0.636304223648453
"1377","209091_s_at","SH3GLB1","51100","SH3 domain containing GRB2 like, endophilin B1",0.596669422017705,9.28710515128639,3.10087459684524,0.00626945730170825,0.0122814826864165,-3.00844348008713
"1378","209094_at","DDAH1","23576","dimethylarginine dimethylaminohydrolase 1",0.589923375613717,9.42334168443901,2.38929256203544,0.0282587870568323,0.0422237181904683,-4.43502509195327
"1379","209096_at","UBE2V2","7336","ubiquitin conjugating enzyme E2 V2",0.413389357875557,8.64226566639331,1.81870179344368,0.0859467200682137,0.112313855428374,-5.43683052610989
"1380","209099_x_at","JAG1","182","jagged 1",-0.484923303713398,7.76103225408933,-2.28436477280091,0.0349506618646464,0.0507881923347087,-4.63091958607085
"1381","209101_at","CTGF","1490","connective tissue growth factor",-0.903915425766192,9.43990998358694,-4.09466127726411,0.000703492884020112,0.00223517564892046,-0.864720999800016
"1382","209106_at","NCOA1","8648","nuclear receptor coactivator 1",0.824015772398949,4.25355108856624,4.37568967985854,0.000379194700274941,0.00138502092526807,-0.250418291516599
"1383","209114_at","TSPAN1","10103","tetraspanin 1",-0.325428537255934,7.41699460910727,-1.58190617648127,0.131403681063,0.164175216608638,-5.79893130977713
"1384","209115_at","UBA3","9039","ubiquitin like modifier activating enzyme 3",0.443654778686523,7.17827213962534,2.10716191166352,0.0496658329042074,0.0686948027814215,-4.95064896625922
"1385","209120_at","NR2F2","7026","nuclear receptor subfamily 2 group F member 2",-0.858611274425798,7.87983680427637,-3.89107504641591,0.00110268800173024,0.00312277214005979,-1.30958312033133
"1386","209124_at","MYD88","4615","MYD88, innate immune signal transduction adaptor",-0.722883123687161,8.91550204535809,-3.68892694024575,0.00172363994394342,0.0043597124520135,-1.74982082574836
"1387","209127_s_at","SART3","9733","spliceosome associated factor 3, U4/U6 recycling protein",0.323378537154477,8.526361252532,1.09766607918768,0.287082790099268,0.33057695213436,-6.41426354687661
"1388","209137_s_at","USP10","9100","ubiquitin specific peptidase 10",0.662041840163241,8.32448309521902,2.81509123547717,0.0116048343136511,0.0203199272764721,-3.5986774688404
"1389","209140_x_at","HLA-B","3106","major histocompatibility complex, class I, B",-0.482295014944119,12.1644108875816,-2.19163465588212,0.0420585529637817,0.0595269615429882,-4.80006126991952
"1390","209142_s_at","UBE2G1","7326","ubiquitin conjugating enzyme E2 G1",1.24940294891499,8.19774942683396,5.70245438245116,2.23628338266043e-05,0.000165506319084248,2.58775052586174
"1391","209146_at","MSMO1","6307","methylsterol monooxygenase 1",-0.66287208879047,8.32416223632015,-3.1560112682886,0.00556058599527018,0.0111897321033957,-2.89256063336348
"1392","209165_at","AATF","26574","apoptosis antagonizing transcription factor",0.695454126231441,8.99629545280134,3.16405908963867,0.00546390449753528,0.011045350617247,-2.87559936738747
"1393","209170_s_at","GPM6B","2824","glycoprotein M6B",-0.201302187885186,7.68097567191406,-0.690663412178252,0.498749604908307,0.542103934392099,-6.77838590905291
"1394","209175_at","SEC23IP","11196","SEC23 interacting protein",1.22690083646123,7.03286510743226,6.32834754750761,6.31371081456191e-06,6.57007289797197e-05,3.86241544946815
"1395","209180_at","RABGGTB","5876","Rab geranylgeranyltransferase subunit beta",0.0491290816568775,9.02618093622016,0.222913163599253,0.826159448383034,0.845239343264859,-6.99908579841564
"1396","209184_s_at","IRS2","8660","insulin receptor substrate 2",-0.635754811770951,7.90427062703505,-3.10731458969016,0.00618231149161264,0.0121568471372801,-2.99493791877835
"1397","209186_at","ATP2A2","488","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2",1.07264857322734,10.8416275039057,5.77980902311515,1.90746233141312e-05,0.000150893895145717,2.74793318076912
"1398","209187_at","DR1","1810","down-regulator of transcription 1",-0.762698885842674,8.7101321721912,-3.35756047803112,0.00357765537679757,0.00780739572375036,-2.46458335932852
"1399","209189_at","FOS","2353","Fos proto-oncogene, AP-1 transcription factor subunit",-0.386767740882616,6.4633095026614,-1.46083553653941,0.161613643347431,0.198166828003315,-5.96947558969168
"1400","209190_s_at","DIAPH1","1729","diaphanous related formin 1",0.749691853581702,9.10561753127906,4.01527418118061,0.000838156227923527,0.00254068666939478,-1.03828834360746
"1401","209191_at","TUBB6","84617","tubulin beta 6 class V",0.487514781340424,11.0851278551621,2.46518542295944,0.0241870503814374,0.0371688888802056,-4.29056695077673
"1402","209192_x_at","KAT5","10524","lysine acetyltransferase 5",0.963853913298106,7.47736219370703,4.86732916800264,0.000130203696660951,0.000641910434571717,0.81763579708004
"1403","209196_at","WDR46","9277","WD repeat domain 46",-0.234686530368954,8.10355406527384,-1.11942125868226,0.277946078450603,0.321368676090723,-6.39063655256539
"1404","209199_s_at","MEF2C","4208","myocyte enhancer factor 2C",0.845113372696273,6.27970834012957,4.19714357382975,0.000561309484920727,0.00187163517498836,-0.640610653990571
"1405","209204_at","LMO4","8543","LIM domain only 4",0.201291461620817,6.450352701614,0.773705295327772,0.449332637021421,0.494632767981337,-6.71653823447572
"1406","209210_s_at","FERMT2","10979","fermitin family member 2",1.41156312579646,10.6824900747997,6.31708333939809,6.45611788997356e-06,6.673473858936e-05,3.83992171555555
"1407","209211_at","KLF5","688","Kruppel like factor 5",-0.137785676915017,6.37135012886803,-0.537024017644689,0.597948564383079,0.635666266078823,-6.87514982528411
"1408","209215_at","MFSD10","10227","major facilitator superfamily domain containing 10",-0.349280855807535,8.67003372812952,-1.62308003717049,0.12227625731261,0.153762641494892,-5.7386030381315
"1409","209222_s_at","OSBPL2","9885","oxysterol binding protein like 2",0.758614600001682,7.41116266416891,3.76317878737904,0.00146284031996574,0.00384755541324322,-1.58837035496287
"1410","209230_s_at","NUPR1","26471","nuclear protein 1, transcriptional regulator",-0.0445596697570139,7.74115412064303,-0.201802615683292,0.842375951213464,0.860694505671484,-7.00377368225316
"1411","209231_s_at","DCTN5","84516","dynactin subunit 5",0.855254248169942,8.2293710382354,3.25918190116044,0.00443880064627593,0.00930048702979843,-2.67427990297241
"1412","209233_at","EMG1","10436","EMG1, N1-specific pseudouridine methyltransferase",1.05709795847871,9.82003130295416,5.24049777683402,5.86920517147583e-05,0.000344704644635351,1.61708838372503
